hedge_fund,date,市值,加碼,減碼,XIRR
Greenlight Capital,2016-11-14,5197319574.259999,521999959.23,387245934.1700001,0.030516401939805125
Greenlight Capital,2017-02-14,5062842482.320001,860471353.04,572641262.48,-0.0023670344730348128
Greenlight Capital,2017-05-15,5606129262.940001,1518989791.4799998,547583059.29,-0.03198790973534002
Greenlight Capital,2017-08-14,5219825834.489999,136080403.75,95991549.22,-0.05787901072715489
Greenlight Capital,2017-11-14,7333257565.780001,347046450.75,1168992330.05,0.10024053390674657
Greenlight Capital,2018-02-14,6667035243.219999,0.0,784334729.41,0.09784113772672429
Greenlight Capital,2018-05-15,5338585722.690001,3846888.0,839269598.8800001,0.07324384351259305
Greenlight Capital,2018-08-14,4811504653.25,21573000.0,641722984.54,0.07317579074406182
Greenlight Capital,2018-11-14,4108760246.55,13457211.48,451702703.04,0.060712646990216
Greenlight Capital,2019-02-14,3455162798.7299995,52004700.05,502323989.33,0.05140088641151757
Greenlight Capital,2019-05-15,2583909216.93,42412620.0,193524045.76,0.02358990234602638
Greenlight Capital,2019-08-14,1701579562.2699997,11238332.94,214765748.22,-0.004247477758200096
Greenlight Capital,2019-11-14,1472531701.45,80043773.33,8004287.2,-0.017322164786400748
Greenlight Capital,2020-02-14,1416285151.1399999,8888717.46,62602382.29,-0.017146235220650712
Greenlight Capital,2020-05-15,823870405.5699999,17956118.46,52446734.94,-0.04358205282580335
Greenlight Capital,2020-08-14,833168554.2099999,10669742.74,276951016.28,-0.029434181198236473
Greenlight Capital,2020-11-16,1190156414.51,62243305.0,31228599.0,-0.014548458651474605
Greenlight Capital,2021-02-16,1475628413.1299999,19173158.0,72856507.13,-0.0007901565419870877
Greenlight Capital,2021-05-17,1219767201.1799998,71419584.82,410866630.89,0.0023268805478426843
Greenlight Capital,2021-08-16,1299330458.2500002,91406716.2,78752044.0,0.004707858762973539
Greenlight Capital,2021-11-15,1311998524.4700003,69260733.72,46572049.34,0.004301041215071977
Greenlight Capital,2022-02-14,1186912753.51,74747354.07,127894041.38,0.0017151933144823749
Greenlight Capital,2022-05-16,1172069573.27,73572440.33999999,45725997.059999995,0.000181017779118758
Greenlight Capital,2022-08-15,1370792749.77,93267644.94,75418114.6,0.006394469808623751
Greenlight Capital,2022-11-14,1208458373.5400004,71306027.5,43038837.5,-0.00016402373042239277
Greenlight Capital,2023-02-14,1453526211.8899999,92626114.1,35447867.42,0.0061618327418697825
Greenlight Capital,2023-05-15,1787207819.56,102605336.8,40778798.02,0.014467601594608115
Greenlight Capital,2023-08-14,1945376999.71,80108811.5,80895285.5,0.01879586886065433
Greenlight Capital,2023-11-14,1517079567.0399997,101155724.8,245797286.89000002,0.01044991840206878
Steinberg Asset Management,2014-02-14,998622686.3699999,0.0,0.0,0.1
Steinberg Asset Management,2014-05-15,1031654481.86,12999449.11,24607917.09,0.19405561695019144
Steinberg Asset Management,2014-08-14,936414468.9,27449154.18,211371482.66,0.28925005436472473
Steinberg Asset Management,2014-11-14,897742039.9099998,64017697.25,84662108.27999999,0.168865289202733
Steinberg Asset Management,2015-02-17,712085942.88,51321480.31,128527814.15,0.007617044365581067
Steinberg Asset Management,2015-05-15,514897615.3799999,12991888.079999998,222826318.8,0.01821999289801195
Steinberg Asset Management,2015-08-14,416047944.34,14984102.579999998,56424736.63999999,-0.03221495467858421
Steinberg Asset Management,2015-11-16,338834328.44,3618806.69,40827719.21,-0.06155748943930879
Steinberg Asset Management,2016-02-16,262141112.79000002,26081594.38,37226449.60000001,-0.10973785254000047
Steinberg Asset Management,2016-05-16,261357328.06999996,9921800.02,50969836.03,-0.07263587054163345
Steinberg Asset Management,2016-08-15,224989740.95999998,1944131.6899999997,61726149.88,-0.05251592724476636
Steinberg Asset Management,2016-11-14,202925020.56000003,3084810.0,36741860.470000006,-0.042748139012652106
Steinberg Asset Management,2017-02-14,174614063.03,2946592.39,58596967.730000004,-0.024173316323658656
Steinberg Asset Management,2017-05-15,186283995.33,22138965.68,13590801.660000002,-0.02168208268363036
Steinberg Asset Management,2017-08-14,172960214.79,7110126.5,22078347.32,-0.02013955954398578
Steinberg Asset Management,2017-11-14,187024302.47,5127945.08,7644163.4,-0.010430148080147828
Steinberg Asset Management,2018-02-14,163617610.38,570685.0,40608722.910000004,-0.0014747488248834052
Steinberg Asset Management,2018-05-15,159436788.04999998,4331087.26,11676417.450000001,0.0001406150251418659
Steinberg Asset Management,2018-08-14,134213689.09000003,6870620.960000001,25447728.5,-0.003141730932995587
Steinberg Asset Management,2018-11-14,121259129.95,0.0,15877156.44,-0.0016644528595291656
Steinberg Asset Management,2019-02-14,112287934.61000001,14318522.88,14259106.899999999,-0.006019095478699813
Steinberg Asset Management,2019-05-15,81975644.54999998,288839.7,26850117.61,-0.007767740517482899
Steinberg Asset Management,2019-08-14,70537000.95,4032756.32,5713221.0600000005,-0.012513813969467652
Steinberg Asset Management,2019-11-14,76522589.46999998,1807380.8800000001,1517038.2999999998,-0.009588271540774988
Steinberg Asset Management,2020-02-14,76673824.22999999,2236752.92,2281693.78,-0.009402976034290836
Steinberg Asset Management,2020-05-15,43474584.85,3705668.05,3443616.54,-0.02657847522326347
Steinberg Asset Management,2020-08-14,52812359.41,0.0,10461159.749999998,-0.01594345614283211
Steinberg Asset Management,2020-11-16,58546872.04000001,3822858.03,503224.0,-0.014623610331732666
Steinberg Asset Management,2021-02-16,74394214.46000002,5453480.399999999,3346050.63,-0.007910565327819719
Steinberg Asset Management,2021-05-17,77645714.43999998,1485926.0999999999,790236.3699999999,-0.006666859058683578
Steinberg Asset Management,2021-08-16,77018121.74,1168226.0,545739.12,-0.007177369134598497
Steinberg Asset Management,2021-11-15,76751926.28999999,775022.76,6696663.77,-0.004585207860439259
Steinberg Asset Management,2022-02-14,71998078.83,687774.1100000001,7056702.72,-0.003841898106626706
Steinberg Asset Management,2022-05-16,90170165.41000001,1479646.7000000002,73489.28000000001,0.0031493190098752467
Steinberg Asset Management,2022-08-15,94562233.01,739819.4400000001,501597.95000000007,0.004751125994737674
Steinberg Asset Management,2022-11-14,94122094.59,4383084.39,6434032.9,0.005326031891877208
Steinberg Asset Management,2023-02-14,90295869.91000001,1356726.64,1349318.6800000002,0.0038143191371722285
Steinberg Asset Management,2023-05-15,88881202.76999998,635783.68,2776150.3099999996,0.004058541149275049
Steinberg Asset Management,2023-08-14,95666248.76999998,4208340.3100000005,1129490.0199999998,0.005409949782210446
Steinberg Asset Management,2023-11-14,93302939.95999998,1415092.46,835986.01,0.004274732001423874
Millennium Management,2014-02-14,13585928200866.582,0.0,0.0,0.1
Millennium Management,2014-05-15,7435568098128.807,12413407098.519997,1349551174343.7913,
Millennium Management,2014-08-14,124029637279.71008,61257791822.01996,11099775787.329998,
Millennium Management,2014-11-14,34082632344.25997,7659712576.329997,11807477054.439997,
Millennium Management,2015-02-17,55139919562.29,29189476834.020008,7579716379.829993,
Millennium Management,2015-05-15,141808311589.6701,13976054983.869995,18012074321.39001,
Millennium Management,2015-08-14,1229252762685.9907,36293348767.55998,29255288032.85003,-0.7804746557980411
Millennium Management,2015-11-16,43983708626.999985,11088761743.87999,11946663215.379993,
Millennium Management,2016-02-16,29059466030.66001,8082979098.330004,10787476982.09998,
Millennium Management,2016-05-16,29524082646.08999,7666256354.869999,12864558220.86,
